time,x,y,z
58.061,-0.01148,0.01393,0.97503
58.063,-0.01148,0.01393,0.97503
58.071,-0.01148,0.01393,0.97503
58.082,-0.01148,0.01393,0.97503
58.089,-0.01148,0.01393,0.97503
58.106,-0.01051,0.01222,0.97674
58.111,-0.01051,0.01222,0.97674
58.119,-0.01051,0.01222,0.97674
58.131,-0.01051,0.01222,0.97674
58.141,-0.01051,0.01222,0.97674
58.152,-0.01051,0.01222,0.97674
58.161,-0.01051,0.01222,0.97674
58.175,-0.01515,0.01222,0.97332
58.183,-0.01515,0.01222,0.97332
58.197,-0.01515,0.01222,0.97332
58.202,-0.01515,0.01222,0.97332
58.239,-0.01515,0.01222,0.97332
58.244,-0.01515,0.01222,0.97332
58.249,-0.01270,0.00928,0.98089
58.252,-0.01270,0.00928,0.98089
58.255,-0.01270,0.00928,0.98089
58.273,-0.01270,0.00928,0.98089
58.277,-0.01270,0.00928,0.98089
58.281,-0.01270,0.00928,0.98089
58.294,-0.01270,0.00928,0.98089
58.300,-0.01173,0.01783,0.96965
58.310,-0.01173,0.01783,0.96965
58.323,-0.01173,0.01783,0.96965
58.330,-0.01173,0.01783,0.96965
58.340,-0.01173,0.01783,0.96965
58.350,-0.01173,0.01783,0.96965
58.360,-0.01515,0.01075,0.97454
58.370,-0.01515,0.01075,0.97454
58.380,-0.01515,0.01075,0.97454
58.390,-0.01515,0.01075,0.97454
58.408,-0.01515,0.01075,0.97454
58.414,-0.01515,0.01075,0.97454
58.421,-0.01515,0.01075,0.97454
58.430,-0.01173,0.01051,0.97527
58.440,-0.01173,0.01051,0.97527
58.451,-0.01173,0.01051,0.97527
58.460,-0.01173,0.01051,0.97527
58.472,-0.01173,0.01051,0.97527
58.481,-0.01173,0.01051,0.97527
58.491,-0.01417,0.01515,0.97600
58.519,-0.01417,0.01515,0.97600
58.521,-0.01417,0.01515,0.97600
58.523,-0.01417,0.01515,0.97600
58.534,-0.01417,0.01515,0.97600
58.546,-0.01417,0.01515,0.97600
58.555,-0.01417,0.01515,0.97600
58.561,-0.01270,0.01124,0.97771
58.571,-0.01270,0.01124,0.97771
58.580,-0.01270,0.01124,0.97771
58.592,-0.01270,0.01124,0.97771
58.625,-0.01270,0.01124,0.97771
58.628,-0.01270,0.01124,0.97771
58.630,-0.01270,0.01124,0.97771
58.633,-0.01515,0.01051,0.97967
58.646,-0.01515,0.01051,0.97967
58.650,-0.01515,0.01051,0.97967
58.661,-0.01515,0.01051,0.97967
58.671,-0.01515,0.01051,0.97967
58.681,-0.01515,0.01051,0.97967
58.690,-0.01075,0.01344,0.97258
58.720,-0.01075,0.01344,0.97258
58.723,-0.01075,0.01344,0.97258
58.725,-0.01075,0.01344,0.97258
58.730,-0.01075,0.01344,0.97258
58.745,-0.01075,0.01344,0.97258
58.752,-0.01075,0.01344,0.97258
58.761,-0.01246,0.01686,0.97649
58.775,-0.01246,0.01686,0.97649
58.788,-0.01246,0.01686,0.97649
58.791,-0.01246,0.01686,0.97649
58.805,-0.01246,0.01686,0.97649
58.811,-0.01246,0.01686,0.97649
58.844,-0.01124,0.01515,0.98040
58.856,-0.01124,0.01515,0.98040
58.859,-0.01124,0.01515,0.98040
58.861,-0.01124,0.01515,0.98040
58.864,-0.01124,0.01515,0.98040
58.871,-0.01124,0.01515,0.98040
58.881,-0.01124,0.01515,0.98040
58.890,-0.00831,0.01002,0.98236
58.923,-0.00831,0.01002,0.98236
58.926,-0.00831,0.01002,0.98236
58.928,-0.00831,0.01002,0.98236
58.931,-0.00831,0.01002,0.98236
58.944,-0.00831,0.01002,0.98236
58.954,-0.01417,0.01319,0.97332
58.961,-0.01417,0.01319,0.97332
58.971,-0.01417,0.01319,0.97332
58.983,-0.01417,0.01319,0.97332
58.991,-0.01417,0.01319,0.97332
59.006,-0.01417,0.01319,0.97332
59.018,-0.01417,0.01319,0.97332
59.021,-0.01002,0.00757,0.97796
59.035,-0.01002,0.00757,0.97796
59.056,-0.01002,0.00757,0.97796
59.062,-0.01002,0.00757,0.97796
59.067,-0.01002,0.00757,0.97796
59.073,-0.01002,0.00757,0.97796
59.080,-0.01270,0.01295,0.97820
59.090,-0.01270,0.01295,0.97820
59.108,-0.01270,0.01295,0.97820
59.110,-0.01270,0.01295,0.97820
59.120,-0.01270,0.01295,0.97820
59.130,-0.01270,0.01295,0.97820
59.141,-0.01270,0.01295,0.97820
59.153,-0.01222,0.01295,0.97625
59.160,-0.01222,0.01295,0.97625
59.171,-0.01222,0.01295,0.97625
59.181,-0.01222,0.01295,0.97625
59.191,-0.01222,0.01295,0.97625
59.221,-0.01222,0.01295,0.97625
59.230,-0.01026,0.01417,0.98065
59.233,-0.01026,0.01417,0.98065
59.235,-0.01026,0.01417,0.98065
59.244,-0.01026,0.01417,0.98065
59.255,-0.01026,0.01417,0.98065
59.261,-0.01026,0.01417,0.98065
59.274,-0.01026,0.01417,0.98065
59.281,-0.01099,0.01490,0.97967
59.293,-0.01099,0.01490,0.97967
59.318,-0.01099,0.01490,0.97967
59.320,-0.01099,0.01490,0.97967
59.323,-0.01099,0.01490,0.97967
59.330,-0.01099,0.01490,0.97967
59.352,-0.01148,0.00880,0.97161
59.356,-0.01148,0.00880,0.97161
59.361,-0.01148,0.00880,0.97161
59.374,-0.01148,0.00880,0.97161
59.381,-0.01148,0.00880,0.97161
59.390,-0.01148,0.00880,0.97161
59.418,-0.01148,0.00880,0.97161
59.421,-0.01124,0.01319,0.96770
59.423,-0.01124,0.01319,0.96770
59.430,-0.01124,0.01319,0.96770
59.442,-0.01124,0.01319,0.96770
59.453,-0.01124,0.01319,0.96770
59.460,-0.01124,0.01319,0.96770
59.472,-0.01124,0.01319,0.96770
59.481,-0.01368,0.00855,0.97063
59.491,-0.01368,0.00855,0.97063
59.519,-0.01368,0.00855,0.97063
59.522,-0.01368,0.00855,0.97063
59.525,-0.01368,0.00855,0.97063
59.531,-0.01368,0.00855,0.97063
59.544,-0.01173,0.01490,0.98431
59.551,-0.01173,0.01490,0.98431
59.561,-0.01173,0.01490,0.98431
59.571,-0.01173,0.01490,0.98431
59.581,-0.01173,0.01490,0.98431
59.591,-0.01173,0.01490,0.98431
59.619,-0.01173,0.01490,0.98431
59.621,-0.01270,0.01246,0.97112
59.623,-0.01270,0.01246,0.97112
59.633,-0.01270,0.01246,0.97112
59.649,-0.01270,0.01246,0.97112
59.653,-0.01270,0.01246,0.97112
59.661,-0.01270,0.01246,0.97112
59.671,-0.01246,0.01124,0.97454
59.682,-0.01246,0.01124,0.97454
59.691,-0.01246,0.01124,0.97454
59.715,-0.01246,0.01124,0.97454
59.717,-0.01246,0.01124,0.97454
59.720,-0.01246,0.01124,0.97454
59.730,-0.01246,0.01124,0.97454
59.741,-0.01002,0.00977,0.97918
59.753,-0.01002,0.00977,0.97918
59.761,-0.01002,0.00977,0.97918
59.770,-0.01002,0.00977,0.97918
59.781,-0.01002,0.00977,0.97918
59.790,-0.01002,0.00977,0.97918
59.809,-0.01222,0.01637,0.97649
59.811,-0.01222,0.01637,0.97649
59.820,-0.01222,0.01637,0.97649
59.830,-0.01222,0.01637,0.97649
59.841,-0.01222,0.01637,0.97649
59.853,-0.01222,0.01637,0.97649
59.860,-0.01222,0.01637,0.97649
59.870,-0.01075,0.01539,0.97576
59.882,-0.01075,0.01539,0.97576
59.891,-0.01075,0.01539,0.97576
59.923,-0.01075,0.01539,0.97576
59.925,-0.01075,0.01539,0.97576
59.928,-0.01075,0.01539,0.97576
59.931,-0.01173,0.01417,0.97576
59.945,-0.01173,0.01417,0.97576
59.954,-0.01173,0.01417,0.97576
59.960,-0.01173,0.01417,0.97576
59.971,-0.01173,0.01417,0.97576
59.981,-0.01173,0.01417,0.97576
59.991,-0.01173,0.01417,0.97576
60.020,-0.01075,0.01124,0.97674
60.022,-0.01075,0.01124,0.97674
60.024,-0.01075,0.01124,0.97674
60.051,-0.01075,0.01124,0.97674
60.056,-0.01075,0.01124,0.97674
60.059,-0.01075,0.01124,0.97674
60.064,-0.01270,0.01344,0.97478
60.079,-0.01270,0.01344,0.97478
60.082,-0.01270,0.01344,0.97478
60.091,-0.01270,0.01344,0.97478
60.118,-0.01270,0.01344,0.97478
60.120,-0.01270,0.01344,0.97478
60.123,-0.01270,0.01344,0.97478
60.130,-0.00928,0.01588,0.97478
60.150,-0.00928,0.01588,0.97478
60.152,-0.00928,0.01588,0.97478
60.161,-0.00928,0.01588,0.97478
60.171,-0.00928,0.01588,0.97478
60.181,-0.00928,0.01588,0.97478
60.191,-0.01173,0.00953,0.97258
60.199,-0.01173,0.00953,0.97258
60.213,-0.01173,0.00953,0.97258
60.246,-0.01173,0.00953,0.97258
60.251,-0.01173,0.00953,0.97258
60.255,-0.01173,0.00953,0.97258
60.260,-0.01173,0.00953,0.97258
60.264,-0.00733,0.01051,0.98016
60.274,-0.00733,0.01051,0.98016
60.286,-0.00733,0.01051,0.98016
60.295,-0.00733,0.01051,0.98016
60.301,-0.00733,0.01051,0.98016
60.314,-0.00733,0.01051,0.98016
60.323,-0.01051,0.01319,0.97991
60.332,-0.01051,0.01319,0.97991
60.373,-0.01051,0.01319,0.97991
60.374,-0.01051,0.01319,0.97991
60.375,-0.01051,0.01319,0.97991
60.376,-0.01051,0.01319,0.97991
60.379,-0.01051,0.01319,0.97991
60.390,-0.01148,0.01368,0.98187
60.408,-0.01148,0.01368,0.98187
60.412,-0.01148,0.01368,0.98187
60.420,-0.01148,0.01368,0.98187
60.430,-0.01148,0.01368,0.98187
60.440,-0.01148,0.01368,0.98187
60.461,-0.01148,0.01368,0.98187
60.463,-0.01270,0.01441,0.97625
60.472,-0.01270,0.01441,0.97625
60.482,-0.01270,0.01441,0.97625
60.490,-0.01270,0.01441,0.97625
60.519,-0.01270,0.01441,0.97625
60.521,-0.01270,0.01441,0.97625
60.524,-0.01417,0.01368,0.98236
60.530,-0.01417,0.01368,0.98236
60.541,-0.01417,0.01368,0.98236
60.554,-0.01417,0.01368,0.98236
60.561,-0.01417,0.01368,0.98236
60.573,-0.01417,0.01368,0.98236
60.583,-0.01417,0.01368,0.98236
60.592,-0.01295,0.01466,0.98016
60.612,-0.01295,0.01466,0.98016
60.617,-0.01295,0.01466,0.98016
60.621,-0.01295,0.01466,0.98016
60.655,-0.01295,0.01466,0.98016
60.657,-0.01295,0.01466,0.98016
60.658,-0.01002,0.01295,0.97894
60.660,-0.01002,0.01295,0.97894
60.670,-0.01002,0.01295,0.97894
60.681,-0.01002,0.01295,0.97894
60.690,-0.01002,0.01295,0.97894
60.710,-0.01002,0.01295,0.97894
60.711,-0.01002,0.01295,0.97894
60.720,-0.01222,0.00928,0.97576
60.730,-0.01222,0.00928,0.97576
60.740,-0.01222,0.00928,0.97576
60.754,-0.01222,0.00928,0.97576
60.760,-0.01222,0.00928,0.97576
60.771,-0.01222,0.00928,0.97576
60.782,-0.00831,0.01099,0.98382
60.791,-0.00831,0.01099,0.98382
60.821,-0.00831,0.01099,0.98382
60.823,-0.00831,0.01099,0.98382
60.825,-0.00831,0.01099,0.98382
60.831,-0.00831,0.01099,0.98382
60.845,-0.00831,0.01099,0.98382
60.855,-0.00953,0.01099,0.98211
60.860,-0.00953,0.01099,0.98211
60.873,-0.00953,0.01099,0.98211
60.880,-0.00953,0.01099,0.98211
60.890,-0.00953,0.01099,0.98211
60.910,-0.00953,0.01099,0.98211
60.911,-0.01246,0.01099,0.97723
60.920,-0.01246,0.01099,0.97723
60.930,-0.01246,0.01099,0.97723
60.940,-0.01246,0.01099,0.97723
60.951,-0.01246,0.01099,0.97723
60.960,-0.01246,0.01099,0.97723
60.974,-0.01246,0.01099,0.97723
60.981,-0.00904,0.01222,0.97967
60.991,-0.00904,0.01222,0.97967
61.009,-0.00904,0.01222,0.97967
61.011,-0.00904,0.01222,0.97967
61.024,-0.00904,0.01222,0.97967
61.030,-0.00904,0.01222,0.97967
61.062,-0.01246,0.01735,0.97405
61.071,-0.01246,0.01735,0.97405
61.080,-0.01246,0.01735,0.97405
61.085,-0.01246,0.01735,0.97405
61.087,-0.01246,0.01735,0.97405
61.095,-0.01246,0.01735,0.97405
61.104,-0.01246,0.01735,0.97405
61.110,-0.01148,0.01393,0.97942
61.135,-0.01148,0.01393,0.97942
61.138,-0.01148,0.01393,0.97942
61.140,-0.01148,0.01393,0.97942
61.159,-0.01148,0.01393,0.97942
61.162,-0.01148,0.01393,0.97942
61.173,-0.00953,0.01002,0.98358
61.181,-0.00953,0.01002,0.98358
61.193,-0.00953,0.01002,0.98358
61.207,-0.00953,0.01002,0.98358
61.210,-0.00953,0.01002,0.98358
61.221,-0.00953,0.01002,0.98358
61.231,-0.00953,0.01002,0.98358
61.275,-0.01197,0.01002,0.97527
61.282,-0.01197,0.01002,0.97527
61.287,-0.01197,0.01002,0.97527
61.291,-0.01197,0.01002,0.97527
61.296,-0.01197,0.01002,0.97527
61.300,-0.01197,0.01002,0.97527
61.304,-0.01197,0.01002,0.97527
61.317,-0.00806,0.01417,0.97380
61.323,-0.00806,0.01417,0.97380
61.333,-0.00806,0.01417,0.97380
61.350,-0.00806,0.01417,0.97380
61.356,-0.00806,0.01417,0.97380
61.362,-0.00806,0.01417,0.97380
61.409,-0.01148,0.01441,0.97063
61.410,-0.01148,0.01441,0.97063
61.411,-0.01148,0.01441,0.97063
61.412,-0.01148,0.01441,0.97063
61.414,-0.01148,0.01441,0.97063
61.419,-0.01148,0.01441,0.97063
61.430,-0.01148,0.01441,0.97063
61.444,-0.01099,0.01319,0.97258
61.454,-0.01099,0.01319,0.97258
61.460,-0.01099,0.01319,0.97258
61.470,-0.01099,0.01319,0.97258
61.480,-0.01099,0.01319,0.97258
61.490,-0.01099,0.01319,0.97258
61.504,-0.01319,0.01319,0.97600
61.511,-0.01319,0.01319,0.97600
61.521,-0.01319,0.01319,0.97600
61.533,-0.01319,0.01319,0.97600
61.565,-0.01319,0.01319,0.97600
61.568,-0.01319,0.01319,0.97600
61.570,-0.01319,0.01319,0.97600
61.573,-0.01344,0.01319,0.98016
61.584,-0.01344,0.01319,0.98016
61.591,-0.01344,0.01319,0.98016
61.603,-0.01344,0.01319,0.98016
61.611,-0.01344,0.01319,0.98016
61.624,-0.01344,0.01319,0.98016
61.631,-0.01026,0.01417,0.97576
61.666,-0.01026,0.01417,0.97576
61.671,-0.01026,0.01417,0.97576
61.679,-0.01026,0.01417,0.97576
61.685,-0.01026,0.01417,0.97576
61.693,-0.01026,0.01417,0.97576
61.694,-0.01026,0.01417,0.97576
61.700,-0.00928,0.01246,0.97258
61.710,-0.00928,0.01246,0.97258
61.719,-0.00928,0.01246,0.97258
61.731,-0.00928,0.01246,0.97258
61.749,-0.00928,0.01246,0.97258
61.754,-0.00928,0.01246,0.97258
61.760,-0.01099,0.01490,0.97185
61.774,-0.01099,0.01490,0.97185
61.780,-0.01099,0.01490,0.97185
61.791,-0.01099,0.01490,0.97185
61.805,-0.01099,0.01490,0.97185
61.810,-0.01099,0.01490,0.97185
61.824,-0.01099,0.01490,0.97185
61.831,-0.01344,0.01124,0.97845
61.873,-0.01344,0.01124,0.97845
61.886,-0.01344,0.01124,0.97845
61.893,-0.01344,0.01124,0.97845
61.896,-0.01344,0.01124,0.97845
61.900,-0.01344,0.01124,0.97845
61.903,-0.01002,0.01197,0.97356
61.906,-0.01002,0.01197,0.97356
61.916,-0.01002,0.01197,0.97356
61.922,-0.01002,0.01197,0.97356
61.930,-0.01002,0.01197,0.97356
61.940,-0.01002,0.01197,0.97356
61.958,-0.01002,0.01197,0.97356
61.959,-0.00880,0.01319,0.97478
61.970,-0.00880,0.01319,0.97478
61.980,-0.00880,0.01319,0.97478
61.991,-0.00880,0.01319,0.97478
62.000,-0.00880,0.01319,0.97478
62.011,-0.00880,0.01319,0.97478
62.039,-0.01344,0.01246,0.97552
62.041,-0.01344,0.01246,0.97552
62.047,-0.01344,0.01246,0.97552
62.049,-0.01344,0.01246,0.97552
62.060,-0.01344,0.01246,0.97552
62.070,-0.01344,0.01246,0.97552
62.080,-0.01344,0.01246,0.97552
62.091,-0.00977,0.01295,0.97307
62.106,-0.00977,0.01295,0.97307
62.111,-0.00977,0.01295,0.97307
62.120,-0.00977,0.01295,0.97307
62.131,-0.00977,0.01295,0.97307
62.153,-0.00977,0.01295,0.97307
62.155,-0.00977,0.01295,0.97307
62.160,-0.01368,0.01075,0.97063
62.180,-0.01368,0.01075,0.97063
62.184,-0.01368,0.01075,0.97063
62.191,-0.01368,0.01075,0.97063
62.205,-0.01368,0.01075,0.97063
62.211,-0.01368,0.01075,0.97063
62.220,-0.00977,0.01148,0.97380
62.232,-0.00977,0.01148,0.97380
62.264,-0.00977,0.01148,0.97380
62.270,-0.00977,0.01148,0.97380
62.285,-0.00977,0.01148,0.97380
62.288,-0.00977,0.01148,0.97380
62.289,-0.00977,0.01148,0.97380
62.290,-0.01002,0.01270,0.97161
62.299,-0.01002,0.01270,0.97161
62.309,-0.01002,0.01270,0.97161
62.320,-0.01002,0.01270,0.97161
62.331,-0.01002,0.01270,0.97161
62.350,-0.01002,0.01270,0.97161
62.353,-0.01002,0.01393,0.97942
62.360,-0.01002,0.01393,0.97942
62.373,-0.01002,0.01393,0.97942
62.380,-0.01002,0.01393,0.97942
62.391,-0.01002,0.01393,0.97942
62.403,-0.01002,0.01393,0.97942
62.410,-0.01002,0.01393,0.97942
62.420,-0.00806,0.01319,0.98333
62.429,-0.00806,0.01319,0.98333
62.460,-0.00806,0.01319,0.98333
62.464,-0.00806,0.01319,0.98333
62.468,-0.00806,0.01319,0.98333
62.471,-0.00806,0.01319,0.98333
62.500,-0.00977,0.01344,0.97576
62.506,-0.00977,0.01344,0.97576
62.510,-0.00977,0.01344,0.97576
62.513,-0.00977,0.01344,0.97576
62.525,-0.00977,0.01344,0.97576
62.533,-0.00977,0.01344,0.97576
62.547,-0.00977,0.01344,0.97576
62.552,-0.01075,0.01173,0.97527
62.562,-0.01075,0.01173,0.97527
62.602,-0.01075,0.01173,0.97527
62.607,-0.01075,0.01173,0.97527
62.609,-0.01075,0.01173,0.97527
62.610,-0.01075,0.01173,0.97527
62.611,-0.00733,0.01466,0.97747
62.620,-0.00733,0.01466,0.97747
62.631,-0.00733,0.01466,0.97747
62.644,-0.00733,0.01466,0.97747
62.654,-0.00733,0.01466,0.97747
62.660,-0.00733,0.01466,0.97747
62.670,-0.00733,0.01466,0.97747
62.680,-0.01099,0.01124,0.98309
62.690,-0.01099,0.01124,0.98309
62.703,-0.01099,0.01124,0.98309
62.710,-0.01099,0.01124,0.98309
62.720,-0.01099,0.01124,0.98309
62.730,-0.01099,0.01124,0.98309
62.744,-0.01197,0.01270,0.98211
62.760,-0.01197,0.01270,0.98211
62.762,-0.01197,0.01270,0.98211
62.771,-0.01197,0.01270,0.98211
62.781,-0.01197,0.01270,0.98211
62.791,-0.01197,0.01270,0.98211
62.801,-0.01197,0.01270,0.98211
62.810,-0.01246,0.01417,0.97332
62.822,-0.01246,0.01417,0.97332
62.833,-0.01246,0.01417,0.97332
62.888,-0.01246,0.01417,0.97332
62.890,-0.01246,0.01417,0.97332
62.891,-0.01246,0.01417,0.97332
62.892,-0.01173,0.01051,0.97649
62.893,-0.01173,0.01051,0.97649
62.894,-0.01173,0.01051,0.97649
62.903,-0.01173,0.01051,0.97649
62.910,-0.01173,0.01051,0.97649
62.920,-0.01173,0.01051,0.97649
62.931,-0.01173,0.01051,0.97649
62.949,-0.01417,0.01197,0.98187
62.954,-0.01417,0.01197,0.98187
62.960,-0.01417,0.01197,0.98187
62.971,-0.01417,0.01197,0.98187
62.981,-0.01417,0.01197,0.98187
62.991,-0.01417,0.01197,0.98187
63.006,-0.01417,0.01197,0.98187
63.013,-0.01002,0.01466,0.97234
63.023,-0.01002,0.01466,0.97234
63.031,-0.01002,0.01466,0.97234
63.041,-0.01002,0.01466,0.97234
63.070,-0.01002,0.01466,0.97234
63.071,-0.01002,0.01466,0.97234
63.072,-0.01222,0.01270,0.97698
63.079,-0.01222,0.01270,0.97698
63.091,-0.01222,0.01270,0.97698
63.101,-0.01222,0.01270,0.97698
63.110,-0.01222,0.01270,0.97698
63.120,-0.01222,0.01270,0.97698
63.131,-0.01222,0.01270,0.97698
63.145,-0.00660,0.01466,0.97356
63.171,-0.00660,0.01466,0.97356
63.175,-0.00660,0.01466,0.97356
63.177,-0.00660,0.01466,0.97356
63.183,-0.00660,0.01466,0.97356
63.191,-0.00660,0.01466,0.97356
63.205,-0.01002,0.01148,0.96990
63.211,-0.01002,0.01148,0.96990
63.228,-0.01002,0.01148,0.96990
63.233,-0.01002,0.01148,0.96990
63.241,-0.01002,0.01148,0.96990
63.271,-0.01002,0.01148,0.96990
63.277,-0.01002,0.01148,0.96990
63.280,-0.01148,0.01270,0.97503
63.282,-0.01148,0.01270,0.97503
63.296,-0.01148,0.01270,0.97503
63.309,-0.01148,0.01270,0.97503
63.313,-0.01148,0.01270,0.97503
63.321,-0.01148,0.01270,0.97503
63.331,-0.01148,0.01368,0.97552
63.341,-0.01148,0.01368,0.97552
63.368,-0.01148,0.01368,0.97552
63.371,-0.01148,0.01368,0.97552
63.374,-0.01148,0.01368,0.97552
63.385,-0.01148,0.01368,0.97552
63.393,-0.01148,0.01368,0.97552
63.405,-0.01002,0.01124,0.97723
63.410,-0.01002,0.01124,0.97723
63.421,-0.01002,0.01124,0.97723
63.433,-0.01002,0.01124,0.97723
63.441,-0.01002,0.01124,0.97723
63.470,-0.01002,0.01124,0.97723
63.474,-0.01222,0.01393,0.97820
63.476,-0.01222,0.01393,0.97820
63.481,-0.01222,0.01393,0.97820
63.494,-0.01222,0.01393,0.97820
63.502,-0.01222,0.01393,0.97820
63.511,-0.01222,0.01393,0.97820
63.522,-0.01222,0.01393,0.97820
63.532,-0.00977,0.01393,0.97527
63.544,-0.00977,0.01393,0.97527
63.555,-0.00977,0.01393,0.97527
63.561,-0.00977,0.01393,0.97527
63.604,-0.00977,0.01393,0.97527
63.608,-0.00977,0.01393,0.97527
63.609,-0.00855,0.01393,0.97796
63.610,-0.00855,0.01393,0.97796
63.614,-0.00855,0.01393,0.97796
63.620,-0.00855,0.01393,0.97796
63.630,-0.00855,0.01393,0.97796
63.640,-0.00855,0.01393,0.97796
63.669,-0.00855,0.01393,0.97796
63.672,-0.01148,0.01344,0.97723
63.684,-0.01148,0.01344,0.97723
63.686,-0.01148,0.01344,0.97723
63.695,-0.01148,0.01344,0.97723
63.705,-0.01148,0.01344,0.97723
63.710,-0.01148,0.01344,0.97723
63.721,-0.01099,0.01222,0.97405
63.733,-0.01099,0.01222,0.97405
63.743,-0.01099,0.01222,0.97405
63.760,-0.01099,0.01222,0.97405
63.762,-0.01099,0.01222,0.97405
63.788,-0.01099,0.01222,0.97405
63.791,-0.01099,0.01222,0.97405
63.793,-0.01197,0.01612,0.97307
63.809,-0.01197,0.01612,0.97307
63.812,-0.01197,0.01612,0.97307
63.821,-0.01197,0.01612,0.97307
63.833,-0.01197,0.01612,0.97307
63.841,-0.01197,0.01612,0.97307
63.868,-0.01246,0.01099,0.97063
63.873,-0.01246,0.01099,0.97063
63.881,-0.01246,0.01099,0.97063
63.888,-0.01246,0.01099,0.97063
63.891,-0.01246,0.01099,0.97063
63.903,-0.01246,0.01099,0.97063
63.910,-0.01246,0.01099,0.97063
63.921,-0.01099,0.01295,0.98358
63.932,-0.01099,0.01295,0.98358
63.945,-0.01099,0.01295,0.98358
63.983,-0.01099,0.01295,0.98358
63.987,-0.01099,0.01295,0.98358
63.990,-0.01099,0.01295,0.98358
63.994,-0.01099,0.01295,0.98358
63.996,-0.01417,0.01295,0.97283
64.033,-0.01417,0.01295,0.97283
64.036,-0.01417,0.01295,0.97283
64.040,-0.01417,0.01295,0.97283
64.043,-0.01417,0.01295,0.97283
64.051,-0.01417,0.01295,0.97283
64.056,-0.01124,0.01564,0.97038
64.070,-0.01124,0.01564,0.97038
64.075,-0.01124,0.01564,0.97038
64.081,-0.01124,0.01564,0.97038
64.098,-0.01124,0.01564,0.97038
64.103,-0.01124,0.01564,0.97038
64.148,-0.01124,0.01564,0.97038
64.156,-0.00831,0.01099,0.97503
64.160,-0.00831,0.01099,0.97503
64.163,-0.00831,0.01099,0.97503
64.168,-0.00831,0.01099,0.97503
64.169,-0.00831,0.01099,0.97503
64.171,-0.00831,0.01099,0.97503
64.181,-0.01148,0.00855,0.98211
64.198,-0.01148,0.00855,0.98211
64.201,-0.01148,0.00855,0.98211
64.210,-0.01148,0.00855,0.98211
64.220,-0.01148,0.00855,0.98211
64.230,-0.01148,0.00855,0.98211
64.240,-0.01148,0.00855,0.98211
64.258,-0.00928,0.01319,0.97698
64.262,-0.00928,0.01319,0.97698
64.270,-0.00928,0.01319,0.97698
64.279,-0.00928,0.01319,0.97698
64.290,-0.00928,0.01319,0.97698
64.301,-0.00928,0.01319,0.97698
64.310,-0.01417,0.01051,0.98358
64.321,-0.01417,0.01051,0.98358
64.331,-0.01417,0.01051,0.98358
64.340,-0.01417,0.01051,0.98358
64.389,-0.01417,0.01051,0.98358
64.396,-0.01417,0.01051,0.98358
64.399,-0.01417,0.01051,0.98358
64.403,-0.00977,0.01295,0.97600
64.406,-0.00977,0.01295,0.97600
64.410,-0.00977,0.01295,0.97600
64.413,-0.00977,0.01295,0.97600
64.425,-0.00977,0.01295,0.97600
64.433,-0.00977,0.01295,0.97600
64.447,-0.01295,0.01173,0.97747
64.451,-0.01295,0.01173,0.97747
64.463,-0.01295,0.01173,0.97747
64.505,-0.01295,0.01173,0.97747
64.510,-0.01295,0.01173,0.97747
64.513,-0.01295,0.01173,0.97747
64.517,-0.01295,0.01173,0.97747
64.521,-0.00928,0.01393,0.97356
64.525,-0.00928,0.01393,0.97356
64.537,-0.00928,0.01393,0.97356
64.543,-0.00928,0.01393,0.97356
64.553,-0.00928,0.01393,0.97356
64.565,-0.00928,0.01393,0.97356
64.571,-0.01051,0.01124,0.97576
64.581,-0.01051,0.01124,0.97576
64.617,-0.01051,0.01124,0.97576
64.627,-0.01051,0.01124,0.97576
64.635,-0.01051,0.01124,0.97576
64.639,-0.01051,0.01124,0.97576
64.643,-0.01051,0.01124,0.97576
64.648,-0.01417,0.01466,0.98113
64.650,-0.01417,0.01466,0.98113
64.660,-0.01417,0.01466,0.98113
64.678,-0.01417,0.01466,0.98113
64.680,-0.01417,0.01466,0.98113
64.690,-0.01417,0.01466,0.98113
64.701,-0.00855,0.01246,0.97429
64.710,-0.00855,0.01246,0.97429
64.720,-0.00855,0.01246,0.97429
64.731,-0.00855,0.01246,0.97429
64.741,-0.00855,0.01246,0.97429
64.778,-0.00855,0.01246,0.97429
64.786,-0.00855,0.01246,0.97429
64.789,-0.01441,0.01026,0.97869
64.793,-0.01441,0.01026,0.97869
64.796,-0.01441,0.01026,0.97869
64.812,-0.01441,0.01026,0.97869
64.815,-0.01441,0.01026,0.97869
64.820,-0.01441,0.01026,0.97869
64.830,-0.01441,0.01026,0.97869
64.840,-0.01173,0.01295,0.97894
64.873,-0.01173,0.01295,0.97894
64.876,-0.01173,0.01295,0.97894
64.878,-0.01173,0.01295,0.97894
64.880,-0.01173,0.01295,0.97894
64.893,-0.01173,0.01295,0.97894
64.903,-0.01002,0.01783,0.97918
64.909,-0.01002,0.01783,0.97918
64.920,-0.01002,0.01783,0.97918
64.932,-0.01002,0.01783,0.97918
64.940,-0.01002,0.01783,0.97918
64.960,-0.01002,0.01783,0.97918
64.961,-0.01002,0.01783,0.97918
64.975,-0.01026,0.01197,0.97332
64.983,-0.01026,0.01197,0.97332
64.991,-0.01026,0.01197,0.97332
65.001,-0.01026,0.01197,0.97332
65.010,-0.01026,0.01197,0.97332
65.020,-0.01026,0.01197,0.97332
65.030,-0.01270,0.00953,0.97283
