time,x,y,z
90.380,-0.00928,0.01197,0.97478
90.390,-0.00928,0.01197,0.97478
90.420,-0.01295,0.01515,0.97258
90.422,-0.01295,0.01515,0.97258
90.424,-0.01295,0.01515,0.97258
90.430,-0.01295,0.01515,0.97258
90.448,-0.01295,0.01515,0.97258
90.453,-0.01295,0.01515,0.97258
90.464,-0.01344,0.01368,0.97649
90.478,-0.01344,0.01368,0.97649
90.484,-0.01344,0.01368,0.97649
90.494,-0.01344,0.01368,0.97649
90.502,-0.01344,0.01368,0.97649
90.511,-0.01344,0.01368,0.97649
90.561,-0.01344,0.01368,0.97649
90.569,-0.01124,0.01588,0.97796
90.570,-0.01124,0.01588,0.97796
90.571,-0.01124,0.01588,0.97796
90.573,-0.01124,0.01588,0.97796
90.575,-0.01124,0.01588,0.97796
90.579,-0.01124,0.01588,0.97796
90.590,-0.01564,0.01246,0.97405
90.600,-0.01564,0.01246,0.97405
90.616,-0.01564,0.01246,0.97405
90.623,-0.01564,0.01246,0.97405
90.630,-0.01564,0.01246,0.97405
90.640,-0.01564,0.01246,0.97405
90.651,-0.01564,0.01246,0.97405
90.661,-0.01344,0.01417,0.96892
90.671,-0.01344,0.01417,0.96892
90.680,-0.01344,0.01417,0.96892
90.690,-0.01344,0.01417,0.96892
90.714,-0.01344,0.01417,0.96892
90.715,-0.01344,0.01417,0.96892
90.722,-0.01246,0.01075,0.97674
90.730,-0.01246,0.01075,0.97674
90.741,-0.01246,0.01075,0.97674
90.751,-0.01246,0.01075,0.97674
90.760,-0.01246,0.01075,0.97674
90.773,-0.01246,0.01075,0.97674
90.780,-0.01246,0.01075,0.97674
90.791,-0.00537,0.01344,0.97307
90.801,-0.00537,0.01344,0.97307
90.826,-0.00537,0.01344,0.97307
90.832,-0.00537,0.01344,0.97307
90.844,-0.00537,0.01344,0.97307
90.846,-0.00537,0.01344,0.97307
90.854,-0.00537,0.01344,0.97307
90.861,-0.01441,0.01124,0.97356
90.875,-0.01441,0.01124,0.97356
90.881,-0.01441,0.01124,0.97356
90.891,-0.01441,0.01124,0.97356
90.900,-0.01441,0.01124,0.97356
90.926,-0.01441,0.01124,0.97356
90.941,-0.01051,0.01270,0.97747
90.945,-0.01051,0.01270,0.97747
90.947,-0.01051,0.01270,0.97747
90.954,-0.01051,0.01270,0.97747
90.961,-0.01051,0.01270,0.97747
90.975,-0.01051,0.01270,0.97747
90.981,-0.01051,0.01270,0.97747
90.991,-0.00904,0.01246,0.97845
91.010,-0.00904,0.01246,0.97845
91.012,-0.00904,0.01246,0.97845
91.048,-0.00904,0.01246,0.97845
91.050,-0.00904,0.01246,0.97845
91.051,-0.00904,0.01246,0.97845
91.053,-0.01002,0.01173,0.97576
91.060,-0.01002,0.01173,0.97576
91.069,-0.01002,0.01173,0.97576
91.080,-0.01002,0.01173,0.97576
91.090,-0.01002,0.01173,0.97576
91.100,-0.01002,0.01173,0.97576
91.110,-0.01002,0.01173,0.97576
91.134,-0.01051,0.01075,0.97918
91.137,-0.01051,0.01075,0.97918
91.160,-0.01051,0.01075,0.97918
91.165,-0.01051,0.01075,0.97918
91.169,-0.01051,0.01075,0.97918
91.171,-0.01051,0.01075,0.97918
91.182,-0.01075,0.01295,0.97380
91.191,-0.01075,0.01295,0.97380
91.201,-0.01075,0.01295,0.97380
91.214,-0.01075,0.01295,0.97380
91.236,-0.01075,0.01295,0.97380
91.238,-0.01075,0.01295,0.97380
91.241,-0.01075,0.01295,0.97380
91.252,-0.01075,0.00880,0.97234
91.261,-0.01075,0.00880,0.97234
91.269,-0.01075,0.00880,0.97234
91.281,-0.01075,0.00880,0.97234
91.290,-0.01075,0.00880,0.97234
91.302,-0.01075,0.00880,0.97234
91.310,-0.01002,0.01026,0.97918
91.319,-0.01002,0.01026,0.97918
91.331,-0.01002,0.01026,0.97918
91.354,-0.01002,0.01026,0.97918
91.357,-0.01002,0.01026,0.97918
91.360,-0.01002,0.01026,0.97918
91.375,-0.01002,0.01026,0.97918
91.380,-0.00757,0.01295,0.97185
91.391,-0.00757,0.01295,0.97185
91.405,-0.00757,0.01295,0.97185
91.410,-0.00757,0.01295,0.97185
91.421,-0.00757,0.01295,0.97185
91.430,-0.00757,0.01295,0.97185
91.455,-0.01002,0.01026,0.97478
91.457,-0.01002,0.01026,0.97478
91.460,-0.01002,0.01026,0.97478
91.481,-0.01002,0.01026,0.97478
91.485,-0.01002,0.01026,0.97478
91.494,-0.01002,0.01026,0.97478
91.499,-0.01002,0.01026,0.97478
91.510,-0.01588,0.01173,0.97894
91.534,-0.01588,0.01173,0.97894
91.536,-0.01588,0.01173,0.97894
91.540,-0.01588,0.01173,0.97894
91.556,-0.01588,0.01173,0.97894
91.562,-0.01588,0.01173,0.97894
91.571,-0.01026,0.01148,0.97380
91.579,-0.01026,0.01148,0.97380
91.592,-0.01026,0.01148,0.97380
91.600,-0.01026,0.01148,0.97380
91.612,-0.01026,0.01148,0.97380
91.656,-0.01026,0.01148,0.97380
91.661,-0.01026,0.01148,0.97380
91.664,-0.01026,0.01319,0.97405
91.668,-0.01026,0.01319,0.97405
91.672,-0.01026,0.01319,0.97405
91.676,-0.01026,0.01319,0.97405
91.697,-0.01026,0.01319,0.97405
91.703,-0.01026,0.01319,0.97405
91.707,-0.01026,0.01319,0.97405
91.711,-0.01393,0.01637,0.98284
91.722,-0.01393,0.01637,0.98284
91.734,-0.01393,0.01637,0.98284
91.783,-0.01393,0.01637,0.98284
91.787,-0.01393,0.01637,0.98284
91.795,-0.01393,0.01637,0.98284
91.807,-0.00953,0.01759,0.97503
91.810,-0.00953,0.01759,0.97503
91.811,-0.00953,0.01759,0.97503
91.812,-0.00953,0.01759,0.97503
91.813,-0.00953,0.01759,0.97503
91.821,-0.00953,0.01759,0.97503
91.830,-0.00953,0.01759,0.97503
91.840,-0.00880,0.00928,0.98260
91.850,-0.00880,0.00928,0.98260
91.867,-0.00880,0.00928,0.98260
91.869,-0.00880,0.00928,0.98260
91.880,-0.00880,0.00928,0.98260
91.891,-0.00880,0.00928,0.98260
91.904,-0.01051,0.01344,0.97185
91.910,-0.01051,0.01344,0.97185
91.920,-0.01051,0.01344,0.97185
91.931,-0.01051,0.01344,0.97185
91.957,-0.01051,0.01344,0.97185
91.960,-0.01051,0.01344,0.97185
91.962,-0.01051,0.01344,0.97185
91.980,-0.01661,0.01344,0.97185
91.983,-0.01661,0.01344,0.97185
91.991,-0.01661,0.01344,0.97185
92.008,-0.01661,0.01344,0.97185
92.010,-0.01661,0.01344,0.97185
92.023,-0.01661,0.01344,0.97185
92.030,-0.01344,0.01515,0.97429
92.057,-0.01344,0.01515,0.97429
92.060,-0.01344,0.01515,0.97429
92.063,-0.01344,0.01515,0.97429
92.079,-0.01344,0.01515,0.97429
92.089,-0.01344,0.01515,0.97429
92.090,-0.01344,0.01515,0.97429
92.112,-0.01295,0.01295,0.97600
92.114,-0.01295,0.01295,0.97600
92.120,-0.01295,0.01295,0.97600
92.130,-0.01295,0.01295,0.97600
92.141,-0.01295,0.01295,0.97600
92.154,-0.01295,0.01295,0.97600
92.160,-0.00977,0.01246,0.97869
92.171,-0.00977,0.01246,0.97869
92.181,-0.00977,0.01246,0.97869
92.192,-0.00977,0.01246,0.97869
92.200,-0.00977,0.01246,0.97869
92.212,-0.00977,0.01246,0.97869
92.241,-0.00977,0.01246,0.97869
92.245,-0.01075,0.01588,0.97894
92.247,-0.01075,0.01588,0.97894
92.250,-0.01075,0.01588,0.97894
92.263,-0.01075,0.01588,0.97894
92.274,-0.01075,0.01588,0.97894
92.281,-0.01075,0.01588,0.97894
92.296,-0.01075,0.01515,0.97820
92.301,-0.01075,0.01515,0.97820
92.312,-0.01075,0.01515,0.97820
92.354,-0.01075,0.01515,0.97820
92.358,-0.01075,0.01515,0.97820
92.365,-0.01075,0.01515,0.97820
92.368,-0.01075,0.01515,0.97820
92.369,-0.01002,0.01466,0.97600
92.370,-0.01002,0.01466,0.97600
92.380,-0.01002,0.01466,0.97600
92.390,-0.01002,0.01466,0.97600
92.400,-0.01002,0.01466,0.97600
92.410,-0.01002,0.01466,0.97600
92.427,-0.01002,0.01344,0.97429
92.429,-0.01002,0.01344,0.97429
92.439,-0.01002,0.01344,0.97429
92.451,-0.01002,0.01344,0.97429
92.461,-0.01002,0.01344,0.97429
92.473,-0.01002,0.01344,0.97429
92.481,-0.01002,0.01344,0.97429
92.491,-0.01075,0.01393,0.98089
92.501,-0.01075,0.01393,0.98089
92.511,-0.01075,0.01393,0.98089
92.537,-0.01075,0.01393,0.98089
92.540,-0.01075,0.01393,0.98089
92.545,-0.01075,0.01393,0.98089
92.554,-0.01075,0.01393,0.98089
92.565,-0.01173,0.01417,0.96794
92.574,-0.01173,0.01417,0.96794
92.581,-0.01173,0.01417,0.96794
92.591,-0.01173,0.01417,0.96794
92.601,-0.01173,0.01417,0.96794
92.614,-0.01173,0.01417,0.96794
92.641,-0.01002,0.01099,0.97991
92.646,-0.01002,0.01099,0.97991
92.647,-0.01002,0.01099,0.97991
92.649,-0.01002,0.01099,0.97991
92.661,-0.01002,0.01099,0.97991
92.669,-0.01002,0.01099,0.97991
92.680,-0.01002,0.01099,0.97991
92.690,-0.01173,0.01124,0.97942
92.700,-0.01173,0.01124,0.97942
92.710,-0.01173,0.01124,0.97942
92.730,-0.01173,0.01124,0.97942
92.733,-0.01173,0.01124,0.97942
92.743,-0.01173,0.01124,0.97942
92.759,-0.01099,0.01466,0.96745
92.762,-0.01099,0.01466,0.96745
92.777,-0.01099,0.01466,0.96745
92.781,-0.01099,0.01466,0.96745
92.792,-0.01099,0.01466,0.96745
92.807,-0.01099,0.01466,0.96745
92.810,-0.01099,0.01466,0.96745
92.824,-0.00928,0.01124,0.97161
92.830,-0.00928,0.01124,0.97161
92.854,-0.00928,0.01124,0.97161
92.865,-0.00928,0.01124,0.97161
92.868,-0.00928,0.01124,0.97161
92.874,-0.00928,0.01124,0.97161
92.883,-0.01124,0.01099,0.98236
92.896,-0.01124,0.01099,0.98236
92.901,-0.01124,0.01099,0.98236
92.914,-0.01124,0.01099,0.98236
92.949,-0.01124,0.01099,0.98236
92.953,-0.01124,0.01099,0.98236
92.956,-0.01124,0.01099,0.98236
92.959,-0.01173,0.01270,0.97429
92.963,-0.01173,0.01270,0.97429
92.976,-0.01173,0.01270,0.97429
92.980,-0.01173,0.01270,0.97429
92.990,-0.01173,0.01270,0.97429
92.999,-0.01173,0.01270,0.97429
93.009,-0.00904,0.01344,0.97552
93.026,-0.00904,0.01344,0.97552
93.029,-0.00904,0.01344,0.97552
93.040,-0.00904,0.01344,0.97552
93.050,-0.00904,0.01344,0.97552
93.061,-0.00904,0.01344,0.97552
93.071,-0.00904,0.01344,0.97552
93.080,-0.01099,0.01490,0.97185
93.091,-0.01099,0.01490,0.97185
93.105,-0.01099,0.01490,0.97185
93.110,-0.01099,0.01490,0.97185
93.124,-0.01099,0.01490,0.97185
93.131,-0.01099,0.01490,0.97185
93.151,-0.01075,0.01099,0.98016
93.153,-0.01075,0.01099,0.98016
93.160,-0.01075,0.01099,0.98016
93.170,-0.01075,0.01099,0.98016
93.180,-0.01075,0.01099,0.98016
93.191,-0.01075,0.01099,0.98016
93.206,-0.01075,0.01099,0.98016
93.211,-0.01393,0.00611,0.97918
93.225,-0.01393,0.00611,0.97918
93.234,-0.01393,0.00611,0.97918
93.245,-0.01393,0.00611,0.97918
93.250,-0.01393,0.00611,0.97918
93.266,-0.01393,0.00611,0.97918
93.270,-0.00831,0.01319,0.97405
93.281,-0.00831,0.01319,0.97405
93.294,-0.00831,0.01319,0.97405
93.310,-0.00831,0.01319,0.97405
93.314,-0.00831,0.01319,0.97405
93.324,-0.00831,0.01319,0.97405
93.331,-0.00831,0.01319,0.97405
93.342,-0.01099,0.01393,0.97161
93.383,-0.01099,0.01393,0.97161
93.387,-0.01099,0.01393,0.97161
93.391,-0.01099,0.01393,0.97161
93.394,-0.01099,0.01393,0.97161
93.397,-0.01099,0.01393,0.97161
93.403,-0.01099,0.01393,0.97161
93.417,-0.00831,0.01612,0.97405
93.423,-0.00831,0.01612,0.97405
93.434,-0.00831,0.01612,0.97405
93.446,-0.00831,0.01612,0.97405
93.451,-0.00831,0.01612,0.97405
93.494,-0.00831,0.01612,0.97405
93.498,-0.01148,0.01051,0.97234
93.510,-0.01148,0.01051,0.97234
93.525,-0.01148,0.01051,0.97234
93.529,-0.01148,0.01051,0.97234
93.537,-0.01148,0.01051,0.97234
93.542,-0.01148,0.01051,0.97234
93.546,-0.01148,0.01051,0.97234
93.551,-0.01197,0.01148,0.97600
93.554,-0.01197,0.01148,0.97600
93.566,-0.01197,0.01148,0.97600
93.574,-0.01197,0.01148,0.97600
93.583,-0.01197,0.01148,0.97600
93.594,-0.01197,0.01148,0.97600
93.603,-0.01515,0.01197,0.97234
93.646,-0.01515,0.01197,0.97234
93.648,-0.01515,0.01197,0.97234
93.650,-0.01515,0.01197,0.97234
93.651,-0.01515,0.01197,0.97234
93.653,-0.01515,0.01197,0.97234
93.659,-0.01515,0.01197,0.97234
93.679,-0.00782,0.01368,0.97747
93.682,-0.00782,0.01368,0.97747
93.690,-0.00782,0.01368,0.97747
93.699,-0.00782,0.01368,0.97747
93.710,-0.00782,0.01368,0.97747
93.721,-0.00782,0.01368,0.97747
93.731,-0.00977,0.01808,0.97723
93.741,-0.00977,0.01808,0.97723
93.751,-0.00977,0.01808,0.97723
93.776,-0.00977,0.01808,0.97723
93.779,-0.00977,0.01808,0.97723
93.782,-0.00977,0.01808,0.97723
93.799,-0.00977,0.01808,0.97723
93.802,-0.01026,0.01393,0.97674
93.811,-0.01026,0.01393,0.97674
93.825,-0.01026,0.01393,0.97674
93.831,-0.01026,0.01393,0.97674
93.844,-0.01026,0.01393,0.97674
93.873,-0.01026,0.01393,0.97674
93.878,-0.00855,0.01026,0.97527
93.885,-0.00855,0.01026,0.97527
93.887,-0.00855,0.01026,0.97527
93.891,-0.00855,0.01026,0.97527
93.901,-0.00855,0.01026,0.97527
93.911,-0.00855,0.01026,0.97527
93.921,-0.00855,0.01026,0.97527
93.931,-0.01075,0.01637,0.98260
93.941,-0.01075,0.01637,0.98260
93.977,-0.01075,0.01637,0.98260
93.980,-0.01075,0.01637,0.98260
93.982,-0.01075,0.01637,0.98260
93.985,-0.01075,0.01637,0.98260
93.994,-0.01075,0.01197,0.97454
94.010,-0.01075,0.01197,0.97454
94.012,-0.01075,0.01197,0.97454
94.023,-0.01075,0.01197,0.97454
94.031,-0.01075,0.01197,0.97454
94.064,-0.01075,0.01197,0.97454
94.069,-0.01075,0.01197,0.97454
94.071,-0.01441,0.01222,0.97796
94.073,-0.01441,0.01222,0.97796
94.097,-0.01441,0.01222,0.97796
94.100,-0.01441,0.01222,0.97796
94.105,-0.01441,0.01222,0.97796
94.111,-0.01441,0.01222,0.97796
94.124,-0.01319,0.01417,0.97600
94.131,-0.01319,0.01417,0.97600
94.140,-0.01319,0.01417,0.97600
94.151,-0.01319,0.01417,0.97600
94.179,-0.01319,0.01417,0.97600
94.181,-0.01319,0.01417,0.97600
94.184,-0.01319,0.01417,0.97600
94.203,-0.01246,0.01099,0.97356
94.205,-0.01246,0.01099,0.97356
94.213,-0.01246,0.01099,0.97356
94.222,-0.01246,0.01099,0.97356
94.230,-0.01246,0.01099,0.97356
94.242,-0.01246,0.01099,0.97356
94.271,-0.00880,0.01002,0.97649
94.273,-0.00880,0.01002,0.97649
94.283,-0.00880,0.01002,0.97649
94.290,-0.00880,0.01002,0.97649
94.292,-0.00880,0.01002,0.97649
94.301,-0.00880,0.01002,0.97649
94.312,-0.00880,0.01002,0.97649
94.325,-0.01124,0.01222,0.97380
94.331,-0.01124,0.01222,0.97380
94.345,-0.01124,0.01222,0.97380
94.370,-0.01124,0.01222,0.97380
94.372,-0.01124,0.01222,0.97380
94.374,-0.01124,0.01222,0.97380
94.380,-0.01124,0.01222,0.97380
94.401,-0.01368,0.01564,0.97527
94.404,-0.01368,0.01564,0.97527
94.411,-0.01368,0.01564,0.97527
94.421,-0.01368,0.01564,0.97527
94.431,-0.01368,0.01564,0.97527
94.441,-0.01368,0.01564,0.97527
94.454,-0.00977,0.01197,0.98138
94.460,-0.00977,0.01197,0.98138
94.491,-0.00977,0.01197,0.98138
94.494,-0.00977,0.01197,0.98138
94.504,-0.00977,0.01197,0.98138
94.506,-0.00977,0.01197,0.98138
94.514,-0.00977,0.01197,0.98138
94.523,-0.01295,0.01148,0.97283
94.530,-0.01295,0.01148,0.97283
94.541,-0.01295,0.01148,0.97283
94.574,-0.01295,0.01148,0.97283
94.577,-0.01295,0.01148,0.97283
94.580,-0.01295,0.01148,0.97283
94.582,-0.01319,0.01295,0.98162
94.593,-0.01319,0.01295,0.98162
94.605,-0.01319,0.01295,0.98162
94.611,-0.01319,0.01295,0.98162
94.622,-0.01319,0.01295,0.98162
94.630,-0.01319,0.01295,0.98162
94.640,-0.01319,0.01295,0.98162
94.651,-0.00660,0.01564,0.98065
94.676,-0.00660,0.01564,0.98065
94.680,-0.00660,0.01564,0.98065
94.682,-0.00660,0.01564,0.98065
94.694,-0.00660,0.01564,0.98065
94.701,-0.00660,0.01564,0.98065
94.711,-0.00782,0.01002,0.97307
94.720,-0.00782,0.01002,0.97307
94.731,-0.00782,0.01002,0.97307
94.741,-0.00782,0.01002,0.97307
94.770,-0.00782,0.01002,0.97307
94.778,-0.00782,0.01002,0.97307
94.780,-0.00782,0.01002,0.97307
94.783,-0.01197,0.01319,0.97649
94.800,-0.01197,0.01319,0.97649
94.803,-0.01197,0.01319,0.97649
94.811,-0.01197,0.01319,0.97649
94.824,-0.01197,0.01319,0.97649
94.831,-0.01197,0.01319,0.97649
94.841,-0.01124,0.01393,0.97478
94.870,-0.01124,0.01393,0.97478
94.873,-0.01124,0.01393,0.97478
94.875,-0.01124,0.01393,0.97478
94.880,-0.01124,0.01393,0.97478
94.895,-0.01124,0.01393,0.97478
94.904,-0.01124,0.01393,0.97478
94.910,-0.01051,0.00904,0.97796
94.923,-0.01051,0.00904,0.97796
94.931,-0.01051,0.00904,0.97796
94.943,-0.01051,0.00904,0.97796
94.952,-0.01051,0.00904,0.97796
94.995,-0.01051,0.00904,0.97796
95.001,-0.00708,0.01246,0.97723
95.005,-0.00708,0.01246,0.97723
95.009,-0.00708,0.01246,0.97723
95.061,-0.00708,0.01246,0.97723
95.066,-0.00708,0.01246,0.97723
95.079,-0.00708,0.01246,0.97723
95.084,-0.00708,0.01246,0.97723
95.089,-0.01002,0.01173,0.97600
95.090,-0.01002,0.01173,0.97600
95.091,-0.01002,0.01173,0.97600
95.092,-0.01002,0.01173,0.97600
95.093,-0.01002,0.01173,0.97600
95.094,-0.01002,0.01173,0.97600
95.100,-0.00806,0.01710,0.97454
95.110,-0.00806,0.01710,0.97454
95.126,-0.00806,0.01710,0.97454
95.130,-0.00806,0.01710,0.97454
95.140,-0.00806,0.01710,0.97454
95.160,-0.00806,0.01710,0.97454
95.161,-0.00806,0.01710,0.97454
95.174,-0.01099,0.01686,0.96721
95.180,-0.01099,0.01686,0.96721
95.190,-0.01099,0.01686,0.96721
95.204,-0.01099,0.01686,0.96721
95.210,-0.01099,0.01686,0.96721
95.223,-0.01099,0.01686,0.96721
95.231,-0.01099,0.01686,0.96721
95.240,-0.00782,0.01417,0.97942
95.265,-0.00782,0.01417,0.97942
95.268,-0.00782,0.01417,0.97942
95.270,-0.00782,0.01417,0.97942
95.291,-0.00782,0.01417,0.97942
95.294,-0.00782,0.01417,0.97942
95.301,-0.01026,0.01246,0.98065
95.311,-0.01026,0.01246,0.98065
95.328,-0.01026,0.01246,0.98065
95.331,-0.01026,0.01246,0.98065
95.344,-0.01026,0.01246,0.98065
95.351,-0.01026,0.01246,0.98065
95.383,-0.01026,0.01246,0.98065
95.385,-0.01173,0.01612,0.97845
95.387,-0.01173,0.01612,0.97845
95.399,-0.01173,0.01612,0.97845
95.405,-0.01173,0.01612,0.97845
95.414,-0.01173,0.01612,0.97845
95.425,-0.01173,0.01612,0.97845
95.430,-0.00489,0.01295,0.97747
95.441,-0.00489,0.01295,0.97747
95.458,-0.00489,0.01295,0.97747
95.463,-0.00489,0.01295,0.97747
95.498,-0.00489,0.01295,0.97747
95.499,-0.00489,0.01295,0.97747
95.500,-0.00489,0.01295,0.97747
95.501,-0.01026,0.01637,0.97258
95.511,-0.01026,0.01637,0.97258
95.520,-0.01026,0.01637,0.97258
95.530,-0.01026,0.01637,0.97258
95.540,-0.01026,0.01637,0.97258
95.559,-0.01026,0.01637,0.97258
95.565,-0.00757,0.01295,0.97796
95.578,-0.00757,0.01295,0.97796
95.581,-0.00757,0.01295,0.97796
95.592,-0.00757,0.01295,0.97796
95.600,-0.00757,0.01295,0.97796
95.610,-0.00757,0.01295,0.97796
95.625,-0.00757,0.01295,0.97796
95.631,-0.01246,0.01295,0.97185
95.640,-0.01246,0.01295,0.97185
95.651,-0.01246,0.01295,0.97185
95.684,-0.01246,0.01295,0.97185
95.688,-0.01246,0.01295,0.97185
95.690,-0.01246,0.01295,0.97185
95.690,-0.01173,0.01295,0.97258
95.700,-0.01173,0.01295,0.97258
95.710,-0.01173,0.01295,0.97258
95.720,-0.01173,0.01295,0.97258
95.730,-0.01173,0.01295,0.97258
95.740,-0.01173,0.01295,0.97258
95.752,-0.01173,0.01295,0.97258
95.768,-0.01075,0.01441,0.97771
95.771,-0.01075,0.01441,0.97771
95.780,-0.01075,0.01441,0.97771
95.790,-0.01075,0.01441,0.97771
95.800,-0.01075,0.01441,0.97771
95.810,-0.01075,0.01441,0.97771
95.819,-0.01148,0.01417,0.97478
95.828,-0.01148,0.01417,0.97478
95.838,-0.01148,0.01417,0.97478
95.848,-0.01148,0.01417,0.97478
95.858,-0.01148,0.01417,0.97478
95.869,-0.01148,0.01417,0.97478
95.880,-0.01148,0.01417,0.97478
95.890,-0.00880,0.01222,0.97405
95.900,-0.00880,0.01222,0.97405
95.910,-0.00880,0.01222,0.97405
95.920,-0.00880,0.01222,0.97405
95.930,-0.00880,0.01222,0.97405
95.940,-0.00880,0.01222,0.97405
95.950,-0.01270,0.01539,0.97161
95.967,-0.01270,0.01539,0.97161
95.970,-0.01270,0.01539,0.97161
95.980,-0.01270,0.01539,0.97161
95.991,-0.01270,0.01539,0.97161
96.013,-0.01270,0.01539,0.97161
96.014,-0.01270,0.01539,0.97161
96.023,-0.01026,0.01368,0.97625
96.031,-0.01026,0.01368,0.97625
96.041,-0.01026,0.01368,0.97625
96.049,-0.01026,0.01368,0.97625
96.063,-0.01026,0.01368,0.97625
96.074,-0.01026,0.01368,0.97625
96.080,-0.01026,0.01368,0.97625
96.089,-0.00904,0.01515,0.97649
96.100,-0.00904,0.01515,0.97649
96.110,-0.00904,0.01515,0.97649
96.121,-0.00904,0.01515,0.97649
96.130,-0.00904,0.01515,0.97649
96.140,-0.00904,0.01515,0.97649
96.150,-0.00855,0.01270,0.97625
96.165,-0.00855,0.01270,0.97625
96.176,-0.00855,0.01270,0.97625
96.180,-0.00855,0.01270,0.97625
96.190,-0.00855,0.01270,0.97625
96.200,-0.00855,0.01270,0.97625
96.212,-0.00855,0.01270,0.97625
96.224,-0.01197,0.01344,0.97625
96.231,-0.01197,0.01344,0.97625
96.241,-0.01197,0.01344,0.97625
96.250,-0.01197,0.01344,0.97625
96.271,-0.01197,0.01344,0.97625
96.275,-0.01197,0.01344,0.97625
96.283,-0.00953,0.01466,0.97649
96.294,-0.00953,0.01466,0.97649
96.300,-0.00953,0.01466,0.97649
96.312,-0.00953,0.01466,0.97649
96.324,-0.00953,0.01466,0.97649
96.329,-0.00953,0.01466,0.97649
96.340,-0.00953,0.01466,0.97649
96.350,-0.01246,0.01515,0.97698
96.360,-0.01246,0.01515,0.97698
96.390,-0.01246,0.01515,0.97698
96.393,-0.01246,0.01515,0.97698
96.395,-0.01246,0.01515,0.97698
96.400,-0.01246,0.01515,0.97698
96.410,-0.01124,0.01368,0.97869
96.419,-0.01124,0.01368,0.97869
96.430,-0.01124,0.01368,0.97869
96.440,-0.01124,0.01368,0.97869
96.449,-0.01124,0.01368,0.97869
96.459,-0.01124,0.01368,0.97869
96.482,-0.01124,0.01368,0.97869
96.485,-0.01148,0.01417,0.98187
96.493,-0.01148,0.01417,0.98187
96.500,-0.01148,0.01417,0.98187
96.510,-0.01148,0.01417,0.98187
96.524,-0.01148,0.01417,0.98187
96.531,-0.01148,0.01417,0.98187
96.541,-0.00904,0.01466,0.97894
96.559,-0.00904,0.01466,0.97894
96.561,-0.00904,0.01466,0.97894
96.579,-0.00904,0.01466,0.97894
96.581,-0.00904,0.01466,0.97894
96.614,-0.00904,0.01466,0.97894
96.618,-0.00904,0.01466,0.97894
96.623,-0.01173,0.01124,0.97332
96.625,-0.01173,0.01124,0.97332
96.636,-0.01173,0.01124,0.97332
96.641,-0.01173,0.01124,0.97332
96.650,-0.01173,0.01124,0.97332
96.661,-0.01173,0.01124,0.97332
96.695,-0.01124,0.01612,0.98162
96.699,-0.01124,0.01612,0.98162
96.705,-0.01124,0.01612,0.98162
96.721,-0.01124,0.01612,0.98162
96.726,-0.01124,0.01612,0.98162
96.730,-0.01124,0.01612,0.98162
96.734,-0.01124,0.01612,0.98162
96.744,-0.00464,0.01295,0.97503
96.752,-0.00464,0.01295,0.97503
96.762,-0.00464,0.01295,0.97503
96.770,-0.00464,0.01295,0.97503
96.786,-0.00464,0.01295,0.97503
96.788,-0.00464,0.01295,0.97503
96.801,-0.01099,0.01295,0.98016
96.810,-0.01099,0.01295,0.98016
96.820,-0.01099,0.01295,0.98016
96.829,-0.01099,0.01295,0.98016
96.840,-0.01099,0.01295,0.98016
96.851,-0.01099,0.01295,0.98016
96.861,-0.01099,0.01295,0.98016
96.891,-0.01148,0.01295,0.97747
96.894,-0.01148,0.01295,0.97747
96.896,-0.01148,0.01295,0.97747
96.901,-0.01148,0.01295,0.97747
96.911,-0.01148,0.01295,0.97747
96.924,-0.01148,0.01295,0.97747
96.931,-0.01148,0.01295,0.97747
96.941,-0.01051,0.00977,0.97380
96.951,-0.01051,0.00977,0.97380
96.960,-0.01051,0.00977,0.97380
96.998,-0.01051,0.00977,0.97380
97.001,-0.01051,0.00977,0.97380
97.004,-0.01051,0.00977,0.97380
97.029,-0.00928,0.01344,0.97454
97.031,-0.00928,0.01344,0.97454
97.036,-0.00928,0.01344,0.97454
97.038,-0.00928,0.01344,0.97454
97.041,-0.00928,0.01344,0.97454
97.050,-0.00928,0.01344,0.97454
97.067,-0.00928,0.01344,0.97454
97.073,-0.01026,0.01222,0.97869
97.080,-0.01026,0.01222,0.97869
97.090,-0.01026,0.01222,0.97869
97.100,-0.01026,0.01222,0.97869
97.111,-0.01026,0.01222,0.97869
97.120,-0.01026,0.01222,0.97869
97.130,-0.00904,0.01099,0.97796
97.140,-0.00904,0.01099,0.97796
97.150,-0.00904,0.01099,0.97796
97.160,-0.00904,0.01099,0.97796
97.207,-0.00904,0.01099,0.97796
97.209,-0.00904,0.01099,0.97796
97.210,-0.00904,0.01099,0.97796
97.211,-0.01026,0.01564,0.97845
97.211,-0.01026,0.01564,0.97845
97.222,-0.01026,0.01564,0.97845
97.230,-0.01026,0.01564,0.97845
97.240,-0.01026,0.01564,0.97845
97.250,-0.01026,0.01564,0.97845
97.260,-0.01466,0.01222,0.97503
97.289,-0.01466,0.01222,0.97503
97.292,-0.01466,0.01222,0.97503
97.294,-0.01466,0.01222,0.97503
97.300,-0.01466,0.01222,0.97503
97.311,-0.01466,0.01222,0.97503
97.321,-0.01466,0.01222,0.97503
97.330,-0.00928,0.01588,0.97796
97.343,-0.00928,0.01588,0.97796
97.350,-0.00928,0.01588,0.97796
97.361,-0.00928,0.01588,0.97796
